DateTime, Jsn (W/m2)
07/27/2017 12:30:00, 542.500
07/27/2017 13:00:00, 271.400
07/27/2017 13:30:00, 512.100
07/27/2017 14:00:00, 344.600
07/27/2017 14:30:00, 379.600
07/27/2017 15:00:00, 489.000
07/27/2017 15:30:00, 354.400
07/27/2017 16:00:00, 265.300
07/27/2017 16:30:00, 234.300
07/27/2017 17:00:00, 201.700
07/27/2017 17:30:00, 237.300
07/27/2017 18:00:00, 245.400
07/27/2017 18:30:00, 288.700
07/27/2017 19:00:00, 298.100
07/27/2017 19:30:00, 287.500
07/27/2017 20:00:00, 101.900
07/27/2017 20:30:00, 84.500
07/27/2017 21:00:00, 85.500
07/27/2017 21:30:00, 64.680
07/27/2017 22:00:00, 35.950
07/27/2017 22:30:00, 57.970
07/27/2017 23:00:00, 60.070
07/27/2017 23:30:00, 23.010
07/28/2017 00:00:00, 18.060
07/28/2017 00:30:00, 6.457
07/28/2017 01:00:00, 1.727
07/28/2017 01:30:00, 0.825
07/28/2017 02:00:00, 0.003
07/28/2017 02:30:00, 0.032
07/28/2017 03:00:00, 0.578
07/28/2017 03:30:00, 1.326
07/28/2017 04:00:00, 3.391
07/28/2017 04:30:00, 6.951
07/28/2017 05:00:00, 23.080
07/28/2017 05:30:00, 51.590
07/28/2017 06:00:00, 81.000
07/28/2017 06:30:00, 108.400
07/28/2017 07:00:00, 140.400
07/28/2017 07:30:00, 175.600
07/28/2017 08:00:00, 220.100
07/28/2017 08:30:00, 265.800
07/28/2017 09:00:00, 314.100
07/28/2017 09:30:00, 363.200
07/28/2017 10:00:00, 412.700
07/28/2017 10:30:00, 447.600
07/28/2017 11:00:00, 497.700
07/28/2017 11:30:00, 537.200
07/28/2017 12:00:00, 571.100
07/28/2017 12:30:00, 599.100
07/28/2017 13:00:00, 621.900
07/28/2017 13:30:00, 640.900
07/28/2017 14:00:00, 652.000
07/28/2017 14:30:00, 645.700
07/28/2017 15:00:00, 652.900
07/28/2017 15:30:00, 623.200
07/28/2017 16:00:00, 581.600
07/28/2017 16:30:00, 615.500
07/28/2017 17:00:00, 567.100
07/28/2017 17:30:00, 545.500
07/28/2017 18:00:00, 432.500
07/28/2017 18:30:00, 339.800
07/28/2017 19:00:00, 198.900
07/28/2017 19:30:00, 183.300
07/28/2017 20:00:00, 268.400
07/28/2017 20:30:00, 277.400
07/28/2017 21:00:00, 221.900
07/28/2017 21:30:00, 174.500
07/28/2017 22:00:00, 133.200
07/28/2017 22:30:00, 93.700
07/28/2017 23:00:00, 64.490
07/28/2017 23:30:00, 43.460
07/29/2017 00:00:00, 22.070
07/29/2017 00:30:00, 5.306
07/29/2017 01:00:00, 1.343
07/29/2017 01:30:00, 0.125
07/29/2017 02:00:00, 0.032
07/29/2017 02:30:00, 0.488
07/29/2017 03:00:00, 0.357
07/29/2017 03:30:00, 1.300
07/29/2017 04:00:00, 2.993
07/29/2017 04:30:00, 6.199
07/29/2017 05:00:00, 15.270
07/29/2017 05:30:00, 34.240
07/29/2017 06:00:00, 63.710
07/29/2017 06:30:00, 90.900
07/29/2017 07:00:00, 105.200
07/29/2017 07:30:00, 128.900
07/29/2017 08:00:00, 207.500
07/29/2017 08:30:00, 224.000
07/29/2017 09:00:00, 307.000
07/29/2017 09:30:00, 313.600
07/29/2017 10:00:00, 382.200
07/29/2017 10:30:00, 398.500
07/29/2017 11:00:00, 368.900
07/29/2017 11:30:00, 406.800
07/29/2017 12:00:00, 372.000
07/29/2017 12:30:00, 212.000
07/29/2017 13:00:00, 553.600
07/29/2017 13:30:00, 468.300
07/29/2017 14:00:00, 354.900
07/29/2017 14:30:00, 434.000
07/29/2017 15:00:00, 438.600
07/29/2017 15:30:00, 238.000
07/29/2017 16:00:00, 151.400
07/29/2017 16:30:00, 129.400
07/29/2017 17:00:00, 115.600
07/29/2017 17:30:00, 250.200
07/29/2017 18:00:00, 306.500
07/29/2017 18:30:00, 314.000
07/29/2017 19:00:00, 330.700
07/29/2017 19:30:00, 163.600
07/29/2017 20:00:00, 134.900
07/29/2017 20:30:00, 103.300
07/29/2017 21:00:00, 194.500
07/29/2017 21:30:00, 190.000
07/29/2017 22:00:00, 79.240
07/29/2017 22:30:00, 26.840
07/29/2017 23:00:00, 29.140
07/29/2017 23:30:00, 2.156
07/30/2017 00:00:00, 0.388
07/30/2017 00:30:00, 0.001
07/30/2017 01:00:00, 0.169
07/30/2017 01:30:00, 0.016
07/30/2017 02:00:00, 0.287
07/30/2017 02:30:00, 0.000
07/30/2017 03:00:00, 0.000
07/30/2017 03:30:00, 0.412
07/30/2017 04:00:00, 1.689
07/30/2017 04:30:00, 2.928
07/30/2017 05:00:00, 3.953
07/30/2017 05:30:00, 4.445
07/30/2017 06:00:00, 9.100
07/30/2017 06:30:00, 16.230
07/30/2017 07:00:00, 19.130
07/30/2017 07:30:00, 31.480
07/30/2017 08:00:00, 42.100
07/30/2017 08:30:00, 52.930
07/30/2017 09:00:00, 60.920
07/30/2017 09:30:00, 80.100
07/30/2017 10:00:00, 98.500
07/30/2017 10:30:00, 125.000
07/30/2017 11:00:00, 127.300
07/30/2017 11:30:00, 197.500
07/30/2017 12:00:00, 215.500
07/30/2017 12:30:00, 224.900
07/30/2017 13:00:00, 256.000
07/30/2017 13:30:00, 206.400
07/30/2017 14:00:00, 215.300
07/30/2017 14:30:00, 239.700
07/30/2017 15:00:00, 196.000
07/30/2017 15:30:00, 234.000
07/30/2017 16:00:00, 269.200
07/30/2017 16:30:00, 323.900
07/30/2017 17:00:00, 294.600
07/30/2017 17:30:00, 230.000
07/30/2017 18:00:00, 205.900
07/30/2017 18:30:00, 207.600
07/30/2017 19:00:00, 181.400
07/30/2017 19:30:00, 150.500
07/30/2017 20:00:00, 147.300
07/30/2017 20:30:00, 142.000
07/30/2017 21:00:00, 159.400
07/30/2017 21:30:00, 154.900
07/30/2017 22:00:00, 111.900
07/30/2017 22:30:00, 68.120
07/30/2017 23:00:00, 55.760
07/30/2017 23:30:00, 20.490
07/31/2017 00:00:00, 5.607
07/31/2017 00:30:00, 1.470
07/31/2017 01:00:00, 0.159
07/31/2017 01:30:00, 0.000
07/31/2017 02:00:00, 0.000
07/31/2017 02:30:00, 0.000
07/31/2017 03:00:00, 0.182
07/31/2017 03:30:00, 0.635
07/31/2017 04:00:00, 0.654
07/31/2017 04:30:00, 4.560
07/31/2017 05:00:00, 11.720
07/31/2017 05:30:00, 44.880
07/31/2017 06:00:00, 84.000
07/31/2017 06:30:00, 83.600
07/31/2017 07:00:00, 53.420
07/31/2017 07:30:00, 139.800
07/31/2017 08:00:00, 212.100
07/31/2017 08:30:00, 257.700
07/31/2017 09:00:00, 305.700
07/31/2017 09:30:00, 351.600
07/31/2017 10:00:00, 380.000
07/31/2017 10:30:00, 379.600
07/31/2017 11:00:00, 373.400
07/31/2017 11:30:00, 368.000
07/31/2017 12:00:00, 296.400
07/31/2017 12:30:00, 136.000
07/31/2017 13:00:00, 137.700
07/31/2017 13:30:00, 195.700
07/31/2017 14:00:00, 190.800
07/31/2017 14:30:00, 176.200
07/31/2017 15:00:00, 259.500
07/31/2017 15:30:00, 212.300
07/31/2017 16:00:00, 256.800
07/31/2017 16:30:00, 218.400
07/31/2017 17:00:00, 143.400
07/31/2017 17:30:00, 218.300
07/31/2017 18:00:00, 239.200
07/31/2017 18:30:00, 243.200
07/31/2017 19:00:00, 308.500
07/31/2017 19:30:00, 143.300
07/31/2017 20:00:00, 91.500
07/31/2017 20:30:00, 98.700
07/31/2017 21:00:00, 126.200
07/31/2017 21:30:00, 88.200
07/31/2017 22:00:00, 37.110
07/31/2017 22:30:00, 17.370
07/31/2017 23:00:00, 6.953
07/31/2017 23:30:00, 2.354
08/01/2017 00:00:00, 0.619
08/01/2017 00:30:00, 0.000
08/01/2017 01:00:00, 0.000
08/01/2017 01:30:00, 0.000
08/01/2017 02:00:00, 0.000
08/01/2017 02:30:00, 0.000
08/01/2017 03:00:00, 0.000
08/01/2017 03:30:00, 0.000
08/01/2017 04:00:00, 0.000
08/01/2017 04:30:00, 0.306
08/01/2017 05:00:00, 5.485
08/01/2017 05:30:00, 4.269
08/01/2017 06:00:00, 4.565
08/01/2017 06:30:00, 20.690
08/01/2017 07:00:00, 14.430
08/01/2017 07:30:00, 12.230
08/01/2017 08:00:00, 12.410
08/01/2017 08:30:00, 28.580
08/01/2017 09:00:00, 43.600
08/01/2017 09:30:00, 61.730
08/01/2017 10:00:00, 79.230
08/01/2017 10:30:00, 70.910
08/01/2017 11:00:00, 74.690
08/01/2017 11:30:00, 131.000
08/01/2017 12:00:00, 197.900
08/01/2017 12:30:00, 252.900
08/01/2017 13:00:00, 276.300
08/01/2017 13:30:00, 297.800
08/01/2017 14:00:00, 507.800
08/01/2017 14:30:00, 696.000
08/01/2017 15:00:00, 598.800
08/01/2017 15:30:00, 522.600
08/01/2017 16:00:00, 591.700
08/01/2017 16:30:00, 376.200
08/01/2017 17:00:00, 272.000
08/01/2017 17:30:00, 277.300
08/01/2017 18:00:00, 239.800
08/01/2017 18:30:00, 207.600
08/01/2017 19:00:00, 162.500
08/01/2017 19:30:00, 214.000
08/01/2017 20:00:00, 155.900
08/01/2017 20:30:00, 153.400
08/01/2017 21:00:00, 82.400
08/01/2017 21:30:00, 56.730
08/01/2017 22:00:00, 44.510
08/01/2017 22:30:00, 47.510
08/01/2017 23:00:00, 40.900
08/01/2017 23:30:00, 23.810
08/02/2017 00:00:00, 9.100
08/02/2017 00:30:00, 0.565
08/02/2017 01:00:00, 0.039
08/02/2017 01:30:00, 0.000
08/02/2017 02:00:00, 0.000
08/02/2017 02:30:00, 0.000
08/02/2017 03:00:00, 0.000
08/02/2017 03:30:00, 0.000
08/02/2017 04:00:00, 0.001
08/02/2017 04:30:00, 0.894
08/02/2017 05:00:00, 5.184
08/02/2017 05:30:00, 19.920
08/02/2017 06:00:00, 39.290
08/02/2017 06:30:00, 38.110
08/02/2017 07:00:00, 60.030
08/02/2017 07:30:00, 56.220
08/02/2017 08:00:00, 46.220
08/02/2017 08:30:00, 46.310
08/02/2017 09:00:00, 217.200
08/02/2017 09:30:00, 287.600
08/02/2017 10:00:00, 93.100
08/02/2017 10:30:00, 190.900
08/02/2017 11:00:00, 284.500
08/02/2017 11:30:00, 198.200
08/02/2017 12:00:00, 158.600
08/02/2017 12:30:00, 259.700
08/02/2017 13:00:00, 283.000
08/02/2017 13:30:00, 565.500
08/02/2017 14:00:00, 688.200
08/02/2017 14:30:00, 230.100
08/02/2017 15:00:00, 243.500
08/02/2017 15:30:00, 151.400
08/02/2017 16:00:00, 216.000
08/02/2017 16:30:00, 213.600
08/02/2017 17:00:00, 178.600
08/02/2017 17:30:00, 145.700
08/02/2017 18:00:00, 51.730
08/02/2017 18:30:00, 76.800
08/02/2017 19:00:00, 96.800
08/02/2017 19:30:00, 80.100
08/02/2017 20:00:00, 112.600
08/02/2017 20:30:00, 44.510
08/02/2017 21:00:00, 20.260
08/02/2017 21:30:00, 16.440
08/02/2017 22:00:00, 12.140
08/02/2017 22:30:00, 19.500
08/02/2017 23:00:00, 6.704
08/02/2017 23:30:00, 4.001
08/03/2017 00:00:00, 1.253
08/03/2017 00:30:00, 0.444
08/03/2017 01:00:00, 0.000
08/03/2017 01:30:00, 0.014
08/03/2017 02:00:00, 0.000
08/03/2017 02:30:00, 0.000
08/03/2017 03:00:00, 0.000
08/03/2017 03:30:00, 0.029
08/03/2017 04:00:00, 0.122
08/03/2017 04:30:00, 0.583
08/03/2017 05:00:00, 4.330
08/03/2017 05:30:00, 9.750
08/03/2017 06:00:00, 16.460
08/03/2017 06:30:00, 30.410
08/03/2017 07:00:00, 44.420
08/03/2017 07:30:00, 50.350
08/03/2017 08:00:00, 80.900
08/03/2017 08:30:00, 135.200
08/03/2017 09:00:00, 150.600
08/03/2017 09:30:00, 91.100
08/03/2017 10:00:00, 175.800
08/03/2017 10:30:00, 170.700
08/03/2017 11:00:00, 123.100
08/03/2017 11:30:00, 148.800
08/03/2017 12:00:00, 156.200
08/03/2017 12:30:00, 134.300
08/03/2017 13:00:00, 154.700
08/03/2017 13:30:00, 133.000
08/03/2017 14:00:00, 94.900
08/03/2017 14:30:00, 137.000
08/03/2017 15:00:00, 159.000
08/03/2017 15:30:00, 134.500
08/03/2017 16:00:00, 185.200
08/03/2017 16:30:00, 174.000
08/03/2017 17:00:00, 117.700
08/03/2017 17:30:00, 125.600
08/03/2017 18:00:00, 96.500
08/03/2017 18:30:00, 73.990
08/03/2017 19:00:00, 56.780
08/03/2017 19:30:00, 92.400
08/03/2017 20:00:00, 57.610
08/03/2017 20:30:00, 56.120
08/03/2017 21:00:00, 36.140
08/03/2017 21:30:00, 16.890
08/03/2017 22:00:00, 13.640
08/03/2017 22:30:00, 19.060
08/03/2017 23:00:00, 14.820
08/03/2017 23:30:00, 3.641
08/04/2017 00:00:00, 0.682
08/04/2017 00:30:00, 0.149
08/04/2017 01:00:00, 0.000
08/04/2017 01:30:00, 0.012
08/04/2017 02:00:00, 0.000
08/04/2017 02:30:00, 0.000
08/04/2017 03:00:00, 0.000
08/04/2017 03:30:00, 0.362
08/04/2017 04:00:00, 0.758
08/04/2017 04:30:00, 2.227
08/04/2017 05:00:00, 4.276
08/04/2017 05:30:00, 8.000
08/04/2017 06:00:00, 19.310
08/04/2017 06:30:00, 30.210
08/04/2017 07:00:00, 53.480
08/04/2017 07:30:00, 74.960
08/04/2017 08:00:00, 105.700
08/04/2017 08:30:00, 135.600
08/04/2017 09:00:00, 310.000
08/04/2017 09:30:00, 242.800
08/04/2017 10:00:00, 371.200
08/04/2017 10:30:00, 331.600
08/04/2017 11:00:00, 264.000
08/04/2017 11:30:00, 420.600
08/04/2017 12:00:00, 524.200
08/04/2017 12:30:00, 581.700
08/04/2017 13:00:00, 587.700
08/04/2017 13:30:00, 612.800
08/04/2017 14:00:00, 624.600
08/04/2017 14:30:00, 627.900
08/04/2017 15:00:00, 625.100
08/04/2017 15:30:00, 612.800
08/04/2017 16:00:00, 597.100
08/04/2017 16:30:00, 553.500
08/04/2017 17:00:00, 558.000
08/04/2017 17:30:00, 512.500
08/04/2017 18:00:00, 472.800
08/04/2017 18:30:00, 427.900
08/04/2017 19:00:00, 385.000
08/04/2017 19:30:00, 333.400
08/04/2017 20:00:00, 282.100
08/04/2017 20:30:00, 231.800
08/04/2017 21:00:00, 185.300
08/04/2017 21:30:00, 140.300
08/04/2017 22:00:00, 101.500
08/04/2017 22:30:00, 62.600
08/04/2017 23:00:00, 37.490
08/04/2017 23:30:00, 13.370
08/05/2017 00:00:00, 2.052
08/05/2017 00:30:00, 0.054
08/05/2017 01:00:00, 0.000
08/05/2017 01:30:00, 0.000
08/05/2017 02:00:00, 0.000
08/05/2017 02:30:00, 0.000
08/05/2017 03:00:00, 0.000
08/05/2017 03:30:00, 0.000
08/05/2017 04:00:00, 0.148
08/05/2017 04:30:00, 1.472
08/05/2017 05:00:00, 5.113
08/05/2017 05:30:00, 17.250
08/05/2017 06:00:00, 39.210
08/05/2017 06:30:00, 56.110
08/05/2017 07:00:00, 56.940
08/05/2017 07:30:00, 125.800
08/05/2017 08:00:00, 91.700
08/05/2017 08:30:00, 291.800
08/05/2017 09:00:00, 291.300
08/05/2017 09:30:00, 205.900
08/05/2017 10:00:00, 180.400
08/05/2017 10:30:00, 227.100
08/05/2017 11:00:00, 243.400
08/05/2017 11:30:00, 456.900
08/05/2017 12:00:00, 290.300
08/05/2017 12:30:00, 262.400
08/05/2017 13:00:00, 270.300
08/05/2017 13:30:00, 430.800
08/05/2017 14:00:00, 334.200
08/05/2017 14:30:00, 361.300
08/05/2017 15:00:00, 427.100
08/05/2017 15:30:00, 352.300
08/05/2017 16:00:00, 334.100
08/05/2017 16:30:00, 310.100
08/05/2017 17:00:00, 386.800
08/05/2017 17:30:00, 378.100
08/05/2017 18:00:00, 157.900
08/05/2017 18:30:00, 113.800
08/05/2017 19:00:00, 151.700
08/05/2017 19:30:00, 104.400
08/05/2017 20:00:00, 43.040
08/05/2017 20:30:00, 8.620
08/05/2017 21:00:00, 18.170
08/05/2017 21:30:00, 15.920
08/05/2017 22:00:00, 5.499
08/05/2017 22:30:00, 5.049
08/05/2017 23:00:00, 3.263
08/05/2017 23:30:00, 1.937
08/06/2017 00:00:00, 0.894
08/06/2017 00:30:00, 0.197
08/06/2017 01:00:00, 0.000
08/06/2017 01:30:00, 0.000
08/06/2017 02:00:00, 0.000
08/06/2017 02:30:00, 0.000
08/06/2017 03:00:00, 0.048
08/06/2017 03:30:00, 0.076
08/06/2017 04:00:00, 0.282
08/06/2017 04:30:00, 0.864
08/06/2017 05:00:00, 2.417
08/06/2017 05:30:00, 4.654
08/06/2017 06:00:00, 15.970
08/06/2017 06:30:00, 25.850
08/06/2017 07:00:00, 31.380
08/06/2017 07:30:00, 59.910
08/06/2017 08:00:00, 70.690
08/06/2017 08:30:00, 85.800
08/06/2017 09:00:00, 181.200
08/06/2017 09:30:00, 147.400
08/06/2017 10:00:00, 206.300
08/06/2017 10:30:00, 203.700
08/06/2017 11:00:00, 174.300
08/06/2017 11:30:00, 151.400
08/06/2017 12:00:00, 152.100
08/06/2017 12:30:00, 201.900
08/06/2017 13:00:00, 453.400
08/06/2017 13:30:00, 494.100
08/06/2017 14:00:00, 431.100
08/06/2017 14:30:00, 465.200
08/06/2017 15:00:00, 544.800
08/06/2017 15:30:00, 258.000
08/06/2017 16:00:00, 352.600
08/06/2017 16:30:00, 304.200
08/06/2017 17:00:00, 423.000
08/06/2017 17:30:00, 147.000
08/06/2017 18:00:00, 156.300
08/06/2017 18:30:00, 155.000
08/06/2017 19:00:00, 104.700
08/06/2017 19:30:00, 167.100
08/06/2017 20:00:00, 140.000
08/06/2017 20:30:00, 117.000
08/06/2017 21:00:00, 100.000
08/06/2017 21:30:00, 93.900
08/06/2017 22:00:00, 45.120
08/06/2017 22:30:00, 26.810
08/06/2017 23:00:00, 17.790
08/06/2017 23:30:00, 9.390
08/07/2017 00:00:00, 1.228
08/07/2017 00:30:00, 0.119
08/07/2017 01:00:00, 0.000
08/07/2017 01:30:00, 0.000
08/07/2017 02:00:00, 0.000
08/07/2017 02:30:00, 0.000
08/07/2017 03:00:00, 0.000
08/07/2017 03:30:00, 0.000
08/07/2017 04:00:00, 0.000
08/07/2017 04:30:00, 0.768
08/07/2017 05:00:00, 3.187
08/07/2017 05:30:00, 9.890
08/07/2017 06:00:00, 28.510
08/07/2017 06:30:00, 39.820
08/07/2017 07:00:00, 57.720
08/07/2017 07:30:00, 72.230
08/07/2017 08:00:00, 134.800
08/07/2017 08:30:00, 175.400
08/07/2017 09:00:00, 153.300
08/07/2017 09:30:00, 237.000
08/07/2017 10:00:00, 323.200
08/07/2017 10:30:00, 233.900
08/07/2017 11:00:00, 453.100
08/07/2017 11:30:00, 488.700
08/07/2017 12:00:00, 420.700
08/07/2017 12:30:00, 582.700
08/07/2017 13:00:00, 544.900
08/07/2017 13:30:00, 589.200
08/07/2017 14:00:00, 567.900
08/07/2017 14:30:00, 464.400
08/07/2017 15:00:00, 581.900
08/07/2017 15:30:00, 351.200
08/07/2017 16:00:00, 603.200
08/07/2017 16:30:00, 446.300
08/07/2017 17:00:00, 426.100
08/07/2017 17:30:00, 195.300
08/07/2017 18:00:00, 145.800
08/07/2017 18:30:00, 295.400
08/07/2017 19:00:00, 161.800
08/07/2017 19:30:00, 115.500
08/07/2017 20:00:00, 175.900
08/07/2017 20:30:00, 260.600
08/07/2017 21:00:00, 75.130
08/07/2017 21:30:00, 52.210
08/07/2017 22:00:00, 14.250
08/07/2017 22:30:00, 10.900
08/07/2017 23:00:00, 11.780
08/07/2017 23:30:00, 2.168
08/08/2017 00:00:00, 0.000
08/08/2017 00:30:00, 0.006
08/08/2017 01:00:00, 0.000
08/08/2017 01:30:00, 0.000
08/08/2017 02:00:00, 0.000
08/08/2017 02:30:00, 0.000
08/08/2017 03:00:00, 0.000
08/08/2017 03:30:00, 0.000
08/08/2017 04:00:00, 0.000
08/08/2017 04:30:00, 0.037
08/08/2017 05:00:00, 2.226
08/08/2017 05:30:00, 10.370
08/08/2017 06:00:00, 24.600
08/08/2017 06:30:00, 57.470
08/08/2017 07:00:00, 58.660
08/08/2017 07:30:00, 78.650
08/08/2017 08:00:00, 95.000
08/08/2017 08:30:00, 99.400
08/08/2017 09:00:00, 129.900
08/08/2017 09:30:00, 179.400
08/08/2017 10:00:00, 258.300
08/08/2017 10:30:00, 253.100
08/08/2017 11:00:00, 282.400
08/08/2017 11:30:00, 338.200
08/08/2017 12:00:00, 343.100
08/08/2017 12:30:00, 338.400
08/08/2017 13:00:00, 337.200
08/08/2017 13:30:00, 339.400
08/08/2017 14:00:00, 367.500
08/08/2017 14:30:00, 390.800
08/08/2017 15:00:00, 314.800
08/08/2017 15:30:00, 299.300
08/08/2017 16:00:00, 271.000
08/08/2017 16:30:00, 238.300
08/08/2017 17:00:00, 251.600
08/08/2017 17:30:00, 230.500
08/08/2017 18:00:00, 218.700
08/08/2017 18:30:00, 226.900
08/08/2017 19:00:00, 247.400
08/08/2017 19:30:00, 223.300
08/08/2017 20:00:00, 216.400
08/08/2017 20:30:00, 110.100
08/08/2017 21:00:00, 50.990
08/08/2017 21:30:00, 44.560
08/08/2017 22:00:00, 71.750
08/08/2017 22:30:00, 42.300
08/08/2017 23:00:00, 13.130
08/08/2017 23:30:00, 5.724
08/09/2017 00:00:00, 0.000
08/09/2017 00:30:00, 0.000
08/09/2017 01:00:00, 0.000
08/09/2017 01:30:00, 0.282
08/09/2017 02:00:00, 0.000
08/09/2017 02:30:00, 0.000
08/09/2017 03:00:00, 0.000
08/09/2017 03:30:00, 0.000
08/09/2017 04:00:00, 0.000
08/09/2017 04:30:00, 0.019
08/09/2017 05:00:00, 1.756
08/09/2017 05:30:00, 8.550
08/09/2017 06:00:00, 14.260
08/09/2017 06:30:00, 83.000
08/09/2017 07:00:00, 127.300
08/09/2017 07:30:00, 161.300
08/09/2017 08:00:00, 179.300
08/09/2017 08:30:00, 146.500
08/09/2017 09:00:00, 116.000
08/09/2017 09:30:00, 152.400
08/09/2017 10:00:00, 153.300
08/09/2017 10:30:00, 157.400
08/09/2017 11:00:00, 224.000
08/09/2017 11:30:00, 195.900
08/09/2017 12:00:00, 465.300
08/09/2017 12:30:00, 292.900
08/09/2017 13:00:00, 194.000
08/09/2017 13:30:00, 213.000
08/09/2017 14:00:00, 339.000
08/09/2017 14:30:00, 476.000
08/09/2017 15:00:00, 526.800
08/09/2017 15:30:00, 375.700
08/09/2017 16:00:00, 411.100
08/09/2017 16:30:00, 341.900
08/09/2017 17:00:00, 302.200
08/09/2017 17:30:00, 219.800
08/09/2017 18:00:00, 314.700
08/09/2017 18:30:00, 255.300
08/09/2017 19:00:00, 196.300
08/09/2017 19:30:00, 135.700
08/09/2017 20:00:00, 124.300
08/09/2017 20:30:00, 116.600
08/09/2017 21:00:00, 60.290
08/09/2017 21:30:00, 43.220
08/09/2017 22:00:00, 24.570
08/09/2017 22:30:00, 13.270
08/09/2017 23:00:00, 5.014
